"nbcar","nb_rec","men","ind_srf","ind_age6","Revenue_personne","lon","lat"
1,173.5,71,3869728,134,22303.9077809798,5.43371219057189,43.2797461075304
1,753,328,13480550,548,17902.4568393094,5.43616606030852,43.2798557320004
1,219,90,4437043,156,20260.4703196347,5.43861993824084,43.2799652976174
1,1390.5,541,17273671,935,12422.6328658756,5.44107382436453,43.2800748043813
1,412.5,138,7650615,255,18546.9454545455,5.44352771867523,43.2801842522915
1,604,230,9062605,401,15004.3129139073,5.44598162116862,43.280293641348
1,489,177,10394476,326,21256.5971370143,5.44843553184035,43.2804029715502
2,89.5,44,2251528,71,12578.3687150838,5.35259636797043,43.2778967026245
2,94,41,2342713,72,12461.2393617021,5.35505003967904,43.278008273033
1,144,58,3885641,107,26983.6180555556,5.35750371972748,43.2781197845971
1,271,116,6419651,196,23688.7490774908,5.3599574081114,43.2782312373163
1,186.5,78,4459569,136,23911.8981233244,5.36241110482647,43.2783426311904
1,101,50,2107631,76,20867.6336633663,5.36486480986836,43.278453966219
1,209,105,4798545,156,22959.5454545455,5.36731852323272,43.2785652424019
1,284,112,6947863,191,24464.3063380282,5.36977224491524,43.2786764597387
1,316.5,143,7288975,227,23029.9368088468,5.37222597491157,43.2787876182291
1,633,310,12601723,459,19907.9352290679,5.37467971321738,43.2788987178727
1,778,380,17247875,570,22169.5051413882,5.37713345982833,43.2790097586693
1,263,138,5391530,187,20500.1140684411,5.37958721474009,43.2791207406185
1,904,391,21318599,625,23582.5210176991,5.38204097794832,43.27923166372
1,759.5,372,17422252,561,22939.1073074391,5.38449474944869,43.2793425279736
1,526.5,293,12697800,412,24117.3789173789,5.38694852923686,43.2794533333787
1,665,349,12662775,483,19041.7669172932,5.3894023173085,43.2795640799353
1,637.5,318,13614716,468,21356.417254902,5.39185611365927,43.2796747676428
1,131.5,79,2228222,102,16944.6539923954,5.39430991828484,43.2797853965011
1,1019.5,440,19799555,679,19420.8484551251,5.39676373118086,43.2798959665098
1,217,92,3445900,138,15879.7235023041,5.39921755234301,43.2800064776686
2,584,300,8999932,416,7705.42123287671,5.40167138176694,43.2801169299771
2,584,300,8999932,416,7705.42123287671,5.40412521944832,43.280227323435
1,1089,588,12763158,860,11720.0716253444,5.40657906538282,43.2803376580421
1,244.5,122,3668008,161,15002.0777096115,5.4090329195661,43.280447933798
1,302.5,162,4543084,217,15018.4595041322,5.41148678199381,43.2805581507023
2,288,143,5203100,217,9033.15972222222,5.41639453156522,43.2807784079553
1,85,40,1433632,62,16866.2588235294,5.41884841870024,43.2808884483032
1,31,15,515058,23,16614.7741935484,5.42130231406235,43.2809984297984
1,73,34,1291579,54,17692.8630136986,5.42375621764721,43.2811083524404
1,186.5,83,3262114,137,17491.2278820375,5.42621012945049,43.2812182162291
1,206,107,3201656,148,15542.0194174757,5.42866404946786,43.281328021164
1,300,150,5951744,228,19839.1466666667,5.43111797769496,43.2814377672448
1,160.5,89,3308455,121,20613.4267912773,5.43357191412747,43.2815474544713
1,172,76,3892833,134,22632.75,5.43602585876105,43.2816570828431
1,305.5,111,5410121,180,17709.0703764321,5.43847981159135,43.28176665236
1,771.5,343,15939879,592,20660.8930654569,5.44093377261405,43.2818761630215
1,443,180,6749397,303,15235.6591422122,5.44338774182479,43.2819856148274
1,165.5,82,2857467,120,17265.6616314199,5.44584171921925,43.2820950077773
1,78.5,51,1366155,70,17403.2484076433,5.30338043553011,43.2774540718042
1,67,27,1847156,52,27569.4925373134,5.34754614070424,43.2794745913732
1,191,81,4267041,142,22340.5287958115,5.34999987058677,43.2795862834445
2,89.5,44,2251528,71,12578.3687150838,5.35245360881885,43.2796979166699
1,326.5,169,8259187,266,25296.1316998469,5.35490735539612,43.2798094910491
1,155,64,4003564,108,25829.4451612903,5.35736111031426,43.2799210065817
1,286,129,6742691,204,23575.8426573427,5.35981487356894,43.2800324632674
1,296,136,6652657,217,22475.1925675676,5.36226864515582,43.280143861106
1,229.5,110,5686241,175,24776.6492374728,5.36472242507057,43.2802552000969
1,195,90,4402630,142,22577.5897435897,5.36717621330884,43.2803664802401
1,116.5,45,3176983,87,27270.2403433476,5.36963000986631,43.2804777015351
1,427,196,8662731,307,20287.4262295082,5.37208381473864,43.2805888639816
1,377.5,194,7733585,277,20486.3178807947,5.3745376279215,43.2806999675793
1,694,371,15401908,542,22192.9510086455,5.37699144941054,43.2808110123278
1,549.5,262,11722255,383,21332.5841674249,5.37944527920144,43.280921998227
1,622,355,13293518,480,21372.2154340836,5.38189911728985,43.2810329252763
1,524.5,308,10125836,403,19305.6930409914,5.38435296367145,43.2811437934756
1,892,467,17773825,658,19925.8127802691,5.3868068183419,43.2812546028244
1,805,436,16928251,605,21028.8832298137,5.38926068129685,43.2813653533226
1,78,40,1431376,55,18350.9743589744,5.39171455253198,43.2814760449697
1,524.5,281,8316174,398,15855.4318398475,5.39416843204294,43.2815866777654
1,793,405,14014199,568,17672.3820933165,5.39662231982541,43.2816972517094
1,79,29,1338033,55,16937.1265822785,5.39907621587504,43.2818077668015
1,276,155,4616142,202,16725.152173913,5.40153012018749,43.2819182230412
1,423.5,210,7719948,296,18228.9208972845,5.40398403275844,43.2820286204283
1,1009,528,16188794,768,16044.3944499504,5.40643795358354,43.2821389589625
1,333.5,162,6193747,243,18571.9550224888,5.40889188265846,43.2822492386434
1,383,208,6258357,286,16340.3577023499,5.41134581997886,43.2823594594707
1,116,47,1701225,76,14665.7327586207,5.41625371933874,43.2825797245632
1,62,31,1242878,48,20046.4193548387,5.41870768136954,43.2826897688278
2,38,15,791195,27,10410.4605263158,5.42116165162848,43.2827997542376
1,179,86,3293265,143,18398.1284916201,5.4260696168134,43.2830195484913
1,348.5,143,6879606,255,19740.6197991392,5.42852361173069,43.2831293573346
2,420,211,8320319,310,9905.14166666667,5.43097761485877,43.2832391073218
1,82,38,1366294,57,16662.1219512195,5.43343162619328,43.2833487984525
1,139,61,2614189,105,18807.1151079137,5.43588564572989,43.2834584307265
1,194,95,3357547,140,17306.9432989691,5.43833967346426,43.2835680041434
1,129,53,2236589,85,17337.8992248062,5.44079370939206,43.283677518703
1,424.5,214,7064336,341,16641.5453474676,5.44324775350893,43.2837869744048
1,301,155,4917590,227,16337.5083056478,5.44570180581056,43.2838963712486
1,1990.5,840,38218010,1383,19200.2059783974,5.44815586629258,43.2840057092341
1,40,24,565826,33,14145.65,5.30323616741321,43.279255203024
3,50,33,923048,43,6153.65333333333,5.30568982111664,43.2793679582792
3,50,33,923048,43,6153.65333333333,5.30814348324868,43.2794806546922
1,316,152,7720045,243,24430.5221518987,5.34740322011442,43.2812757945001
1,400,203,8677676,300,21694.19,5.3498570248696,43.2813874905466
1,257,117,5977424,193,23258.4591439689,5.35231083797536,43.281499127745
1,342,160,8016322,252,23439.5380116959,5.35476465942737,43.2816107060952
1,485,233,10104995,363,20835.0412371134,5.35721848922131,43.2817222255967
1,657,334,13746096,477,20922.5205479452,5.35967232735283,43.2818336862493
1,449.5,193,10181233,312,22650.1290322581,5.3621261738176,43.2819450880525
1,233,109,5776762,171,24792.9699570815,5.36458002861129,43.2820564310062
2,367.5,175,8635598,287,11749.1129251701,5.36703389172955,43.28216771511
2,367.5,175,8635598,287,11749.1129251701,5.36948776316806,43.2822789403635
1,507,281,9238215,374,18221.3313609467,5.37194164292248,43.2823901067665
1,989,498,18289881,706,18493.3073811931,5.37439553098846,43.2825012143185
1,859,455,19035909,638,22160.545983702,5.37684942736168,43.2826122630194
1,745,403,13930724,539,18698.9583892617,5.3793033320378,43.2827232528688
1,910.5,470,16860718,664,18518.0867655135,5.38175724501249,43.2828341838663
1,604.5,329,12000287,470,19851.5913978495,5.3842111662814,43.2829450560116
1,1103,596,20448390,838,18538.8848594742,5.3866650958402,43.2830558693045
1,926,488,20546742,739,22188.7062634989,5.38911903368455,43.2831666237446
1,984.5,521,19172803,769,19474.6602336211,5.39157297981012,43.2832773193315
1,808.5,423,14673686,574,18149.2714904143,5.39402693421257,43.283387956065
1,204,72,3897690,122,19106.3235294118,5.39648089688757,43.2834985339448
1,383.5,198,5949190,265,15512.8813559322,5.39893486783077,43.2836090529705
1,664,333,13137473,467,19785.3509036145,5.40138884703783,43.2837195131418
1,425.5,227,6447726,299,15153.2925969448,5.40384283450443,43.2838299144584
1,94.5,61,1835776,75,19426.2010582011,5.40629683022622,43.2839402569199
1,989,347,19108254,598,19320.7826086957,5.40875083419887,43.2840505405261
1,52,19,938248,35,18043.2307692308,5.41120484641803,43.2841607652767
1,146,60,3126898,114,21417.1095890411,5.41365886687937,43.2842709311713
1,82,33,1799454,62,21944.5609756098,5.41611289557856,43.2843810382095
2,38,15,791195,27,10410.4605263158,5.4210209776731,43.2846010757159
1,62,24,1047221,50,16890.6612903226,5.42592909266696,43.2848208777933
1,170.5,84,2885612,136,16924.4105571848,5.42838316249027,43.2849306905453
2,420,211,8320319,310,9905.14166666667,5.4308372405254,43.2850404444391
2,303,146,5934684,237,9793.20792079208,5.43574542121374,43.2852597756509
2,303,146,5934684,237,9793.20792079208,5.43819952385827,43.2853693529683
1,103,37,1853116,76,17991.4174757282,5.44065363469725,43.2854788714261
1,121,39,2004516,71,16566.2479338843,5.44310775372635,43.2855883310242
1,318,115,4636497,192,14580.179245283,5.44556188094123,43.2856977317622
1,525.5,225,9137831,369,17388.8315889629,5.44801601633753,43.2858070736398
3,50,33,923048,43,6153.65333333333,5.30554561604458,43.2811690905351
1,51,27,1363904,44,26743.2156862745,5.34726028781921,43.2830769946564
1,384.5,197,9305777,307,24202.2808842653,5.3497141674531,43.2831886946784
1,420,204,9280506,314,22096.4428571429,5.35216805543864,43.2833003358502
1,628.5,317,13452999,478,21404.9307875895,5.35462195177148,43.2834119181717
1,592,293,12239180,434,20674.2905405405,5.35707585644729,43.2835234416425
1,655.5,371,12331196,514,18811.8932112891,5.35952976946174,43.2836349062622
1,412,200,9115443,320,22124.8616504854,5.36198369081049,43.2837463120306
1,344,141,8431447,236,24510.0203488372,5.3644376204892,43.2838576589473
2,641.5,339,13532779,497,10547.7622759158,5.36689155849354,43.283968947012
2,641.5,339,13532779,497,10547.7622759158,5.36934550481917,43.2840801762244
1,500,253,10514287,366,21028.574,5.37179945946175,43.2841913465841
1,1160,581,24452867,872,21080.0577586207,5.37425342241696,43.2843024580909
1,1040,549,18000752,755,17308.4153846154,5.37670739368044,43.2844135107444
1,743.5,354,15516304,520,20869.2723604573,5.37916137324787,43.2845245045443
1,583.5,331,11944923,458,20471.1619537275,5.38161536111491,43.2846354394904
1,810,427,14149017,594,17467.9222222222,5.38406935727722,43.2847463155821
1,786.5,435,14946566,600,19003.8982835346,5.38652336173046,43.2848571328194
1,939,564,15475887,710,16481.2428115016,5.3889773744703,43.2849678912017
1,1394.5,739,22548174,968,16169.3610613123,5.3914313954924,43.2850785907288
1,1009,623,17216118,756,17062.5550049554,5.39388542479242,43.2851892314005
1,575,212,11732161,342,20403.7582608696,5.39633946236603,43.2852998132163
1,947,489,15670935,666,16547.9778247096,5.39879350820888,43.2854103361759
1,288,164,5149034,214,17878.5902777778,5.40124756231665,43.2855208002791
1,435.5,221,8300942,323,19060.7164179104,5.40370162468498,43.2856312055255
1,411.5,205,7981705,301,19396.609963548,5.40615569530955,43.2857415519148
1,315,121,6837529,223,21706.4412698413,5.40860977418601,43.2858518394467
1,40,18,760911,32,19022.775,5.41106386131003,43.2859620681208
1,102,52,2265923,81,22214.931372549,5.41351795667727,43.2860722379369
1,49,16,919808,30,18771.5918367347,5.42333442049162,43.2865123286143
1,1117,443,17134934,731,15340.1378692927,5.42578855700987,43.2866222041354
1,113,50,2595981,88,22973.2831858407,5.4282427017453,43.2867320207965
1,484,197,8713836,338,18003.7933884298,5.43069685469357,43.2868417785973
1,98,45,1916202,73,19553.0816326531,5.43315101585035,43.2869514775375
1,667,240,8089536,393,12128.23988006,5.4356051852113,43.2870611176168
2,41,16,811537,26,9896.79268292683,5.44051354852834,43.2872802211914
2,41,16,811537,26,9896.79268292683,5.44296774247575,43.2873896846861
2,103,45,1726405,78,8380.6067961165,5.44787615492664,43.2876084350887
1,175,82,3710013,126,21200.0742857143,5.34957129833597,43.2849898958403
1,877.5,492,20009536,724,22802.89002849,5.35202526120736,43.2851015409859
1,732.5,397,15272885,568,20850.3549488055,5.35447923242711,43.2852131272791
1,896,491,17094044,691,19078.1741071429,5.35693321199089,43.2853246547194
1,985.5,548,18195242,752,18462.9548452562,5.35938719989435,43.2854361233067
1,1246.5,655,24334059,921,19521.908543923,5.36184119613316,43.2855475330405
1,872,489,17365679,666,19914.7694954128,5.36429520070298,43.2856588839205
1,891.5,446,18151896,644,20361.072349972,5.36674921359948,43.2857701759465
1,439,229,9981517,328,22736.9407744875,5.36920323481831,43.2858814091181
1,896.5,396,17727967,598,19774.6424986057,5.37165726435516,43.285992583435
1,1128,519,25461895,790,22572.6019503546,5.37411130220566,43.2861036988968
1,527.5,241,10729192,357,20339.7004739336,5.37656534836549,43.2862147555033
1,807,424,15062425,576,18664.7149938042,5.37901940283032,43.2863257532542
1,819.5,425,14194327,581,17320.716290421,5.3814734655958,43.286436692149
1,1054,552,18584834,786,17632.669829222,5.38392753665759,43.2865475721875
1,1258,645,26367478,933,20959.839427663,5.38638161601136,43.2866583933694
1,1087,583,18665679,794,17171.7378104876,5.38883570365277,43.2867691556944
1,1025,577,17260775,762,16839.7804878049,5.39128979957749,43.286879859162
1,1032,571,18782811,767,18200.398255814,5.39374390378117,43.2869905037721
1,678.5,373,12221902,479,18013.1201179071,5.39619801625948,43.2871010895243
1,606.5,339,9605147,418,15837.01071723,5.39865213700808,43.2872116164183
2,22,12,559807,20,12722.8863636364,5.40110626602262,43.2873220844537
1,166,84,3367662,129,20287.1204819277,5.40601454883221,43.2875428439476
1,70,26,1434902,42,20498.6,5.40846870261858,43.2876531354055
1,54,24,991093,42,18353.5740740741,5.42319379840541,43.2883136480855
1,136,57,2419136,105,17787.7647058824,5.42564800984082,43.288423527518
1,37,19,577400,26,15605.4054054054,5.42810222949446,43.2885333480885
2,317,144,5866099,228,9252.52208201893,5.43055645736197,43.2886431097966
2,317,144,5866099,228,9252.52208201893,5.43301069343902,43.288752812642
1,157.5,59,3560984,111,22609.4222222222,5.43546493772127,43.2888624566245
1,236.5,105,4703422,163,19887.6194503171,5.43791919020438,43.2889720417437
2,264,121,4369834,172,8276.20075757576,5.44037345088401,43.2890815679992
2,264,121,4369834,172,8276.20075757576,5.44282771975581,43.2891910353909
2,207,100,3160853,148,7634.91062801932,5.4477362820586,43.2894097935811
2,403,230,9756502,340,12104.841191067,5.34942841751686,43.2867910940329
2,403,230,9756502,340,12104.841191067,5.3518824552802,43.2869027431526
1,695,397,14417603,549,20744.7525179856,5.35433650139295,43.2870143334177
1,610,368,11789494,491,19327.0393442623,5.35679055585077,43.287125864828
1,1149.5,632,20351488,858,17704.6437581557,5.35924461864933,43.2872373373831
1,1172,627,23913807,910,20404.2721843003,5.36169868978429,43.2873487510827
1,732,404,16370781,591,22364.4549180328,5.3641527692513,43.2874601059264
1,827,468,16005299,651,19353.4449818622,5.36660685704605,43.287571401914
1,371,228,7763319,303,20925.3881401617,5.36906095316418,43.2876826390451
1,1033,519,21260884,749,20581.688286544,5.37151505760136,43.2877938173195
1,633,295,14938520,462,23599.5576619273,5.37396917035325,43.2879049367367
1,760.5,377,14816437,533,19482.4944115713,5.37642329141552,43.2880159972966
1,689,348,13608579,501,19751.2031930334,5.37887742078382,43.2881269989986
1,1173,596,19389501,820,16529.8388746803,5.38133155845383,43.2882379418426
1,898.5,440,17916682,651,19940.6588759043,5.3837857044212,43.2883488258282
1,950,560,15750119,730,16579.0726315789,5.38623985868158,43.2884596509551
1,973,542,17829358,719,18324.1089414183,5.38869402123066,43.288570417223
1,679.5,381,12393492,492,18239.1346578366,5.39114819206408,43.2886811246316
1,74,49,1293562,61,17480.5675675676,5.39360237117751,43.2887917731804
1,432,250,6797616,315,15735.2222222222,5.3960565585666,43.2889023628693
1,604,316,9942885,429,16461.7301324503,5.39851075422703,43.2890128936979
2,22,12,559807,20,12722.8863636364,5.40096495815445,43.2891233656659
1,117,58,1569690,75,13416.1538461538,5.40341917034452,43.2892337787729
1,188,91,3017507,141,16050.5691489362,5.40587339079291,43.2893441330187
5,34,14,549729,27,3233.7,5.41569035508279,43.2897849613829
5,34,14,549729,27,3233.7,5.41814461675765,43.2898950213176
5,34,14,549729,27,3233.7,5.42059888666479,43.2900050223892
2,65,26,1292955,47,9945.80769230769,5.42305316479986,43.2901149645973
1,3842,1152,39036382,2128,10160.4325871942,5.42796174573644,43.2903346724218
1,33,24,566313,28,17161,5.43041604852928,43.2904444380376
1,47,20,1027232,36,21856,5.43287035953269,43.2905541447886
1,448.5,189,9600496,335,21405.7881828317,5.43532467874233,43.2906637926745
1,490.5,195,8610102,335,17553.7247706422,5.43777900615387,43.2907733816951
1,482,206,10305346,326,21380.3858921162,5.44023334176296,43.29088291185
1,1015,411,14196764,707,13986.9596059113,5.44268768556526,43.2909923831389
1,158,82,3139455,132,19869.9683544304,5.44514203755642,43.2911017955615
2,207,100,3160853,148,7634.91062801932,5.44759639773212,43.2912111491174
1,134,65,2948113,98,22000.8432835821,5.35419375866766,43.288815536588
1,1101,660,19990048,902,18156.2652134423,5.35664788802561,43.2889270719686
1,1312.5,733,26104803,1058,19889.3737142857,5.35910202572535,43.2890385484918
2,94,57,1761891,78,9371.76063829787,5.36155617176254,43.2891499661575
1,515.5,256,9465589,378,18361.9573229874,5.36401032613284,43.2892613249653
1,779.5,442,14333636,600,18388.243745991,5.36646448883192,43.2893726249148
1,805.5,450,15223871,628,18899.9019242706,5.36891865985543,43.2894838660059
1,635.5,368,11683844,495,18385.2777340677,5.37137283919904,43.289595048238
1,164,87,3251769,118,19827.8597560976,5.37382702685841,43.289706171611
1,205,119,3939575,150,19217.4390243902,5.3762812228292,43.2898172361245
1,113.5,64,2059009,81,18141.0484581498,5.37873542710707,43.2899282417781
1,773.5,401,13426768,548,17358.4589528119,5.38118963968769,43.2900391885716
1,1001,560,20614235,779,20593.6413586414,5.38364386056672,43.2901500765046
1,784,451,14133692,581,18027.6683673469,5.38609808973981,43.2902609055769
1,667.5,394,12072700,525,18086.4419475655,5.38855232720264,43.2903716757881
1,1245,711,23490720,953,18868.0481927711,5.39100657295085,43.2904823871378
1,323,159,5303277,227,16418.8142414861,5.39346082698011,43.2905930396258
1,166.5,96,2391280,121,14362.042042042,5.39591508928609,43.2907036332517
1,653,344,10504092,473,16085.8989280245,5.39836935986443,43.2908141680153
1,62,31,937564,43,15122,5.40082363871081,43.2909246439161
1,629,402,10464199,462,16636.2464228935,5.40327792582089,43.291035060954
1,897,435,15056688,635,16785.6053511706,5.40573222119031,43.2911454191285
1,743,441,13502889,591,18173.4710632571,5.40818652481475,43.2912557184394
2,143,80,2761263,105,9654.76573426573,5.41064083668987,43.2913659588863
2,143,80,2761263,105,9654.76573426573,5.41309515681132,43.2914761404689
5,34,14,549729,27,3233.7,5.41800382177586,43.29169632704
5,34,14,549729,27,3233.7,5.42045816661027,43.2918063320278
2,65,26,1292955,47,9945.80769230769,5.42291251967364,43.2919162781501
2,250,83,4000518,144,8001.036,5.42536688096166,43.2920261654066
2,250,83,4000518,144,8001.036,5.42782125046996,43.2921359937968
1,221,81,4241028,146,19190.1719457014,5.43027562819421,43.2922457633206
1,423,184,8585992,299,20297.853427896,5.43273001413007,43.2923554739775
1,439,193,8148755,289,18562.0842824601,5.4351844082732,43.2924651257672
1,1006.5,405,17954883,707,17838.9299552906,5.43763881061925,43.2925747186896
1,363,141,7785271,254,21447.0275482094,5.44009322116389,43.2926842527441
1,446,196,8489425,321,19034.5852017937,5.44254763990277,43.2927937279306
1,813,304,16099188,546,19802.1992619926,5.44500206683155,43.2929031442487
1,572,231,12226067,418,21374.243006993,5.44745650194589,43.2930125016981
1,222,101,5217776,174,23503.4954954955,5.44991094524145,43.2931218002784
1,845,459,14430006,614,17076.9301775148,5.35405100424992,43.2906167367905
1,1112,600,22800474,862,20504.023381295,5.35650520851409,43.2907282761416
1,387,192,9076843,308,23454.3746770026,5.3589594211211,43.2908397566334
2,94,57,1761891,78,9371.76063829787,5.36141364206661,43.2909511782655
1,542.5,325,10217624,437,18834.3299539171,5.36632210895578,43.2911738449495
1,898.5,552,17394415,733,19359.3934335003,5.36877635489075,43.2912850900007
1,798.5,461,15194462,604,19028.7564182843,5.37123060914688,43.291396276191
1,873,511,13021381,640,14915.6712485682,5.37368487171981,43.2915074035201
1,502.5,290,7932214,390,15785.5004975124,5.37613914260521,43.2916184719875
1,829,416,12109993,566,14607.9529553679,5.37859342179875,43.2917294815931
1,922.5,469,14698442,645,15933.2704607046,5.38104770929607,43.2918404323364
1,1027,580,16563408,760,16127.9532619279,5.38350200509284,43.2919513242172
1,1037.5,593,17300779,784,16675.4496385542,5.38595630918473,43.2920621572351
1,1279.5,721,20566750,910,16074.0523642048,5.38841062156739,43.2921729313899
1,1154,659,18853961,867,16337.9211438475,5.39086494223648,43.2922836466811
1,1157,667,20038726,860,17319.5557476232,5.39331927118767,43.2923943031086
1,983,567,18786400,761,19111.2919633774,5.39577360841661,43.2925049006719
1,757,425,14767133,579,19507.4412153236,5.39822795391897,43.2926154393708
1,1198,574,20519010,859,17127.7212020033,5.4006823076904,43.2927259192049
1,815.5,456,15004493,626,18399.1330472103,5.40313666972656,43.2928363401738
1,742,370,11933232,549,16082.5229110512,5.40559104002312,43.2929467022774
1,418,232,7232349,295,17302.2703349282,5.40804541857574,43.2930570055153
1,100,52,1988786,81,19887.86,5.41049980538006,43.2931672498871
1,50.5,28,943498,41,18683.1287128713,5.41295420043176,43.2932774353926
2,64,32,1381938,52,10796.390625,5.41540860372649,43.2933875620314
1,187,74,2036963,118,10892.8502673797,5.41786301525991,43.2934976298031
2,283,124,5961747,200,10533.1219081272,5.42031743502769,43.2936076387076
2,283,124,5961747,200,10533.1219081272,5.42277186302547,43.2937175887445
3,517.5,212,11528833,353,7425.97938808374,5.42522629924891,43.2938274799133
3,517.5,212,11528833,353,7425.97938808374,5.42768074369369,43.293937312214
3,517.5,212,11528833,353,7425.97938808374,5.43013519635545,43.294047085646
1,241.5,105,5579863,176,23105.0227743271,5.43258965722985,43.2941568002092
1,390,174,7917277,280,20300.7102564103,5.43504412631255,43.2942664559031
1,123,56,2695124,98,21911.5772357724,5.43749860359922,43.2943760527275
1,417,188,7500999,309,17988.0071942446,5.4399530890855,43.2944855906821
1,783.5,277,10270657,467,13108.6879387364,5.44486208463954,43.2947044899804
1,140,59,2995220,106,21394.4285714286,5.44731659469862,43.2948138513235
1,54,20,1205194,37,22318.4074074074,5.44977111293995,43.2949231537956
2,39,12,742838,21,9523.5641025641,5.3539082381384,43.2924179340254
1,402,149,7835046,255,19490.1641791045,5.35636251731488,43.2925294773475
2,104,55,2352846,89,11311.7596153846,5.35881680483525,43.2926409618081
1,105,69,2094668,88,19949.219047619,5.37108836744356,43.2931975011789
1,609.5,337,8271092,436,13570.2904019688,5.37354270493614,43.2933086324643
1,699,369,9287370,502,13286.652360515,5.37599705074224,43.2934197048861
1,1556.5,690,18729064,1042,12032.8069386444,5.37845140485752,43.2935307184439
1,1245,594,17654217,870,14180.0939759036,5.38090576727763,43.2936416731374
1,1167.5,595,18758773,827,16067.4715203426,5.38336013799824,43.2937525689663
1,749,389,12573519,545,16787.0747663551,5.38581451701501,43.2938634059303
1,1149,621,21555114,861,18759.8903394256,5.3882689043236,43.2939741840289
1,1038.5,575,18631488,792,17940.7684159846,5.39072329991966,43.2940849032621
1,1286.5,666,23783333,932,18486.8503692188,5.39317770379887,43.2941955636293
1,1139.5,575,20726837,832,18189.4137779728,5.39563211595686,43.2943061651303
1,882,428,16329133,623,18513.7562358277,5.39808653638932,43.2944167077648
1,921,478,16255678,647,17650.0304017372,5.40054096509189,43.2945271915325
1,851.5,448,16959489,656,19917.1920140928,5.40299540206024,43.294637616433
1,247,127,4847989,184,19627.4858299595,5.40544984729002,43.294747982466
1,616.5,319,9160315,455,14858.5806974858,5.4079043007769,43.2948582896312
1,35,14,767087,24,21916.7714285714,5.41035876251653,43.2949685379282
2,64,32,1381938,52,10796.390625,5.41526771073668,43.2951888579167
1,126,55,3199250,93,25390.873015873,5.41772219720852,43.2952989296075
1,556.5,255,12754094,400,22918.4079065588,5.42017669191574,43.2954089424289
2,631,260,13357717,433,10584.5618066561,5.42754022540633,43.2957386276737
2,631,260,13357717,433,10584.5618066561,5.42999475301169,43.2958484050144
1,288,119,6506374,199,22591.5763888889,5.43244928883073,43.2959581234841
1,104,47,2166678,79,20833.4423076923,5.4349038328591,43.2960677830825
1,141,77,2225909,108,15786.5886524823,5.43735838509247,43.2961773838093
2,340,168,7162789,257,10533.5132352941,5.43981294552648,43.2962869256642
2,340,168,7162789,257,10533.5132352941,5.4422675141568,43.2963964086468
3,955,388,11919936,660,4160.53612565445,5.44472209097909,43.296505832757
3,955,388,11919936,660,4160.53612565445,5.447176675989,43.2966151979942
3,955,388,11919936,660,4160.53612565445,5.44963126918219,43.2967245043582
2,39,12,742838,21,9523.5641025641,5.35376546033177,43.2942191282933
2,104,55,2352846,89,11311.7596153846,5.36112854764687,43.2945535935825
1,357,222,7315662,304,20492.0504201681,5.36358292676355,43.2946649642844
1,331,174,7231004,267,21845.9335347432,5.36603731421215,43.2947762761218
1,75,39,2042116,60,27228.2133333333,5.36849170998833,43.2948875290945
1,256,160,4380411,201,17110.98046875,5.37094611408775,43.2949987232021
1,157.5,91,2919338,122,18535.4793650794,5.37340052650607,43.2951098584442
1,491,231,5263679,335,10720.3238289206,5.37585494723896,43.2952209348207
1,1212.5,505,12418510,808,10242.0701030928,5.37830937628208,43.2953319523311
1,621,269,7894919,389,12713.2351046699,5.38076381363107,43.2954429109751
1,981,534,14630446,716,14913.8083588175,5.38321825928161,43.2955538107524
1,1120,553,20469401,795,18276.2508928571,5.38567271322935,43.2956646516627
1,1412,743,27757211,1045,19658.0814447592,5.38812717546995,43.2957754337057
1,1233,723,22513810,944,18259.3755068938,5.39058164599908,43.295886156881
1,1205.5,650,22723210,890,18849.6142679386,5.39303612481238,43.2959968211883
1,1084,619,23097899,877,21308.0249077491,5.39549061190553,43.2961074266274
1,295,166,5050230,218,17119.4237288136,5.39794510727418,43.2962179731979
1,902,442,15630816,664,17329.0643015521,5.40039961091398,43.2963284608994
1,736,438,12802695,581,17394.9660326087,5.4028541228206,43.2964388897317
1,608.5,323,11282939,466,18542.2169268694,5.4053086429897,43.2965492596945
1,1084.5,568,18598402,813,17149.2872291379,5.40776317141693,43.2966595707873
1,126,51,2538641,89,20147.9444444444,5.41021770809795,43.29676982301
1,362,171,7468205,253,20630.4005524862,5.41267225302842,43.2968800163621
1,207,108,4710870,150,22757.8260869565,5.41512680620401,43.2969901508434
1,557,185,7267488,350,13047.5547576302,5.41758136762036,43.2971002264536
1,34,14,718898,23,21144.0588235294,5.42003593727313,43.2972102431923
1,74.5,33,1908755,54,25620.8724832215,5.42249051515799,43.2973202010592
1,357,151,8277280,260,23185.6582633053,5.42739969560658,43.2975399401764
1,592.5,247,12571236,424,21217.2759493671,5.42985429816163,43.297649721426
1,123,50,2879369,96,23409.5040650407,5.4323089089314,43.2977594438026
1,293.5,157,4955178,225,16883.0596252129,5.43476352791153,43.2978691073059
1,1311,650,19430792,942,14821.3516399695,5.43721815509769,43.2979787119354
1,270.5,138,4269225,199,15782.7171903882,5.43967279048553,43.2980882576909
1,66,26,1539511,52,23325.9242424242,5.44212743407072,43.2981977445722
1,40,15,1024756,32,25618.9,5.4445820858489,43.2983071725788
1,61,19,1105860,33,18128.8524590164,5.44703674581574,43.2984165417105
1,136,45,2588295,89,19031.5808823529,5.44949141396688,43.2985258519669
